Hit,Title,Artist,Featuring
1,Man Of The Year,ScHoolboy Q,0
1,El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis,1
1,Invisible,Hunter Hayes,0
1,Na Na,Trey Songz,0
1,Chocolate,The 1975,0
1,They Don't Know,Rico Love,0
1,Odio,Romeo Santos Featuring Drake,1
1,Follow Your Arrow,Kacey Musgraves,0
1,Cop Car,Keith Urban,0
1,A Man Who Was Gonna Die Young,Eric Church,0
1,Can't Raise A Man,K. Michelle,0
1,On Top Of The World,Imagine Dragons,0
1,The Worst,Jhene Aiko,0
1,Human,Christina Perri,0
1,Beat Of The Music,Brett Eldredge,0
1,Everything Is AWESOME!!!,Tegan And Sara Featuring The Lonely Island,1
1,Automatic,Miranda Lambert,0
1,Stoner,Young Thug,0
1,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,1
1,You're Mine (Eternal),Mariah Carey,0
1,Classic,MKTO,0
1,Explosions,Ellie Goulding,0
1,Glory And Gore,Lorde,0
1,La La La,Naughty Boy Featuring Sam Smith,1
1,Ordinary Love,U2,0
1,Lettin' The Night Roll,Justin Moore,0
1,#SELFIE,The Chainsmokers,0
1,Not A Bad Thing,Justin Timberlake,0
1,Wild Wild Love,Pitbull Featuring G.R.L.,1
1,The Walker,Fitz And The Tantrums,0
1,Ain't It Fun,Paramore,0
1,Sleeping With A Friend,Neon Trees,0
1,Magic,Coldplay,0
1,Raging Fire,Phillip Phillips,0
1,Trophies,Young Money Featuring Drake,1
1,Sanctified,Rick Ross Featuring Kanye West & Big Sean,1
1,The Devil Is A Lie,Rick Ross Featuring JAY Z,1
1,Fancy,Iggy Azalea Featuring Charli XCX,1
1,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,1
1,We Might Be Dead By Tomorrow,Soko,0
1,Love Is An Open Door,Kristen Bell & Santino Fontana,0
1,Who Do You Love?,YG Featuring Drake,1
1,Play It Again,Luke Bryan,0
1,Headlights,Eminem Featuring Nate Ruess,1
1,Slow Me Down,Sara Evans,0
1,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,1
1,Red Lights,Tiesto,0
1,I Luh Ya Papi,Jennifer Lopez Featuring French Montana,1
1,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",1
1,Latch,Disclosure Featuring Sam Smith,1
1,Summer,Calvin Harris,0
1,Lookin' For That Girl,Tim McGraw,0
1,Beating Heart,Ellie Goulding,0
1,Empire,Shakira,0
1,G.U.Y.,Lady Gaga,0
1,Fever,The Black Keys,0
1,Me And My Broken Heart,Rixton,0
1,John Doe,B.o.B Featuring Priscilla,1
1,Beachin',Jake Owen,0
1,Whiskey In My Water,Tyler Farr,0
1,She Looks So Perfect,5 Seconds Of Summer,0
1,Stay With Me,Sam Smith,0
1,Come With Me Now,KONGOS,0
1,Sing,Ed Sheeran,0
1,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,1
1,Cut Her Off,KCamp Featuring 2 Chainz,1
1,Birthday,Katy Perry,0
1,Bad Blood,Bastille,0
1,Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",1
1,Girls Chase Boys,Ingrid Michaelson,0
1,West Coast,Lana Del Rey,0
1,You & I,One Direction,0
1,Love Runs Out,OneRepublic,0
1,Midnight,Coldplay,0
1,I Don't Dance,Lee Brice,0
1,Am I Wrong,Nico & Vinz,0
1,We Dem Boyz,Wiz Khalifa,0
1,"Where It's At (Yep, Yep)",Dustin Lynch,0
1,Hello Kitty,Avril Lavigne,0
1,Stay With Me,Josh Kaufman,0
1,Who I Am With You,Chris Young,0
1,We Are Tonight,Billy Currington,0
1,Rude,MAGIC!,0
1,Yeah,Joe Nichols,0
1,Wake Up Lovin' You,Craig Morgan,0
1,I Won,Future Featuring Kanye West,1
1,Problem,Ariana Grande Featuring Iggy Azalea,1
1,Love Never Felt So Good,Michael Jackson & Justin Timberlake,0
1,A Sky Full Of Stars,Coldplay,0
1,Wiggle,Jason Derulo Featuring Snoop Dogg,1
1,"Hold On, We're Going Home",Christina Grimmie,0
1,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,1
1,My Baby's Guns N' Roses,Brantley Gilbert,0
1,Work,Iggy Azalea,0
1,My Eyes,Blake Shelton Featuring Gwen Sebastian,1
1,Keep Them Kisses Comin',Craig Campbell,0
1,The Big Bang,Katy Tiz,0
1,Good Kisser,Usher,0
1,I Can't Make You Love Me,Josh Kaufman,0
1,Chandelier,Sia,0
1,How To Love,Christina Grimmie,0
1,I Choose You,Sara Bareilles,0
1,Come Get It Bae,Pharrell Williams,0
1,River Bank,Brad Paisley,0
1,2 On,Tinashe Featuring ScHoolboy Q,1
1,17 Again,Brantley Gilbert,0
1,Don't Stop,5 Seconds Of Summer,0
1,One,Ed Sheeran,0
1,Drunk On A Plane,Dierks Bentley,0
1,Main Chick,Kid Ink Featuring Chris Brown,1
1,Chainsaw,The Band Perry,0
1,Heaven,Jake Worthington,0
1,Billie Jean,Michael Jackson,0
1,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,0
1,Slave To The Rhythm,Michael Jackson,0
1,Pills N Potions,Nicki Minaj,0
1,Somebody That I Used To Know,Christina Grimmie & Adam Levine,0
1,Can't Help Falling In Love,Christina Grimmie,0
1,Bartender,Lady Antebellum,0
1,Leave Your Lover,Sam Smith,0
1,Dare (La La La),Shakira,0
1,Good Girls,5 Seconds Of Summer,0
1,Believe Me,Lil Wayne Featuring Drake,1
1,Habits (Stay High),Tove Lo,0
1,Shades Of Cool,Lana Del Rey,0
1,Trumpets,Jason Derulo,0
1,XO,John Mayer,0
1,I Got A Car,George Strait,0
1,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,1
1,Boom Clap,Charli XCX,0
1,I'm Not The Only One,Sam Smith,0
1,Ultraviolence,Lana Del Rey,0
1,Day Drinking,Little Big Town,0
1,Shower,Becky G,0
1,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,1
1,Wasted,Tiesto Featuring Matthew Koma,1
1,Song About A Girl,Eric Paslay,0
1,I'm Ready,AJR,0
1,Hangover,PSY Featuring Snoop Dogg,1
1,Don't,Ed Sheeran,0
1,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,1
1,Rather Be,Clean Bandit Featuring Jess Glynne,1
1,Hope You Get Lonely Tonight,Cole Swindell,0
1,Jungle,Jamie N Commons & X Ambassadors,0
1,Maps,Maroon 5,0
1,Kiss Me Kiss Me,5 Seconds Of Summer,0
1,Afire Love,Ed Sheeran,0
1,No Mediocre,T.I. Featuring Iggy Azalea,1
1,American Kids,Kenny Chesney,0
1,First Love,Jennifer Lopez,0
1,Life Of The Party,Shawn Mendes,0
1,Get Her Back,Robin Thicke,0
1,Don't Tell 'Em,Jeremih Featuring YG,1
1,Riptide,Vance Joy,0
1,Leave The Night On,Sam Hunt,0
1,She Twerkin,Ca$h Out,0
1,Break Free,Ariana Grande Featuring Zedd,1
1,Amnesia,5 Seconds Of Summer,0
1,Foreign,Trey Songz,0
1,New Flame,Chris Brown Featuring Usher & Rick Ross,1
1,Calm Down,Busta Rhymes Featuring Eminem,1
1,Black Widow,Iggy Azalea Featuring Rita Ora,1
1,Ten Feet Tall,Afrojack Featuring Wrabel,1
1,Dirt,Florida Georgia Line,0
1,Bo$$,Fifth Harmony,0
1,You & I (Nobody In The World),John Legend,0
1,Try,Colbie Caillat,0
1,All About That Bass,Meghan Trainor,0
1,Cool Kids,Echosmith,0
1,Fight Night,Migos,0
1,Dust,Eli Young Band,0
1,Sunshine & Whiskey,Frankie Ballard,0
1,Everything I Didn't Say,5 Seconds Of Summer,0
1,Word Crimes,"""Weird Al"" Yankovic",0
1,Roller Coaster,Luke Bryan,0
1,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,1
1,Hideaway,Kiesza,0
1,Burnin' It Down,Jason Aldean,0
1,0 To 100 / The Catch Up,Drake,0
1,Happy Little Pill,Troye Sivan,0
1,Stolen Dance,Milky Chance,0
1,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",0
1,It Was Always You,Maroon 5,0
1,Girl In A Country Song,Maddie & Tae,0
1,Chasing The Sun,Hilary Duff,0
1,This Is How We Do,Katy Perry,0
1,Hot Boy,Bobby Shmurda,0
1,No Flex Zone,Rae Sremmurd,0
1,I Will Never Let You Down,Rita Ora,0
1,Anaconda,Nicki Minaj,0
1,Wild Life,Jack & Jack,0
1,Fireball,Pitbull Featuring John Ryan,1
1,Cold One,Eric Church,0
1,About The Money,T.I. Featuring Young Thug,1
1,Best Mistake,Ariana Grande Featuring Big Sean,1
1,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",1
1,Hookah,Tyga Featuring Young Thug,1
1,Take Me To Church,Hozier,0
1,Later On,The Swon Brothers,0
1,Shake It Off,Taylor Swift,0
1,Neon Light,Blake Shelton,0
1,Animals,Maroon 5,0
1,Waves,Mr. Probz,0
1,Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",1
1,Walk Thru,Rich Homie Quan Featuring Problem,1
1,Guts Over Fear,Eminem Featuring Sia,1
1,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,1
1,She Came To Give It To You,Usher Featuring Nicki Minaj,1
1,Somewhere In My Car,Keith Urban,0
1,24 Hours,TeeFLii Featuring 2 Chainz,1
1,Sweet Little Somethin',Jason Aldean,0
1,Seen It All,Jeezy Featuring Jay Z,1
1,Secrets,Mary Lambert,0
1,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,1
1,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",1
1,Look At You,Big & Rich,0
1,Centuries,Fall Out Boy,0
1,Blame,Calvin Harris Featuring John Newman,1
1,Two Night Town,Jason Aldean,0
1,Jealous,Nick Jonas,0
1,Angel In Blue Jeans,Train,0
1,Bend Ova,Lil Jon Featuring Tyga,1
1,Dear Future Husband,Meghan Trainor,0
1,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,1
1,Gonna Know We Were Here,Jason Aldean,0
1,No Love,August Alsina,0
1,Sun Daze,Florida Georgia Line,0
1,Superheroes,The Script,0
1,X,Chris Brown,0
1,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,1
1,i,Kendrick Lamar,0
1,Tonight Looks Good On You,Jason Aldean,0
1,I Don't F**k With You,Big Sean Featuring E-40,1
1,Anything Goes,Florida Georgia Line,0
1,No Type,Rae Sremmurd,0
1,Tuesday,I LOVE MAKONNEN Featuring Drake,1
1,Handsome And Wealthy,Migos,0
1,Feelin' It,Scotty McCreery,0
1,Close Your Eyes,Parmalee,0
1,Left Hand Free,alt-J,0
1,Steal My Girl,One Direction,0
1,Something In The Water,Carrie Underwood,0
1,Just Gettin' Started,Jason Aldean,0
1,Bumpin' The Night,Florida Georgia Line,0
1,Yellow Flicker Beat,Lorde,0
1,Heroes (We Could Be),Alesso Featuring Tove Lo,1
1,U Guessed It,OG Maco Featuring 2 Chainz,1
1,Shotgun Rider,Tim McGraw,0
1,EW!,Jimmy Fallon Featuring will.i.am,1
1,Sippin' On Fire,Florida Georgia Line,0
1,Thinking Out Loud,Ed Sheeran,0
1,The Days,Avicii,0
1,Love Me Harder,Ariana Grande & The Weeknd,0
1,Perfect Storm,Brad Paisley,0
1,L.A.LOVE (la la),Fergie,0
1,Errrbody,Yo Gotti,0
1,Body Language,Kid Ink Featuring Usher & Tinashe,1
1,Out Of The Woods,Taylor Swift,0
1,In Your Arms,Nico & Vinz,0
1,Burnin' Up,Jessie J Featuring 2 Chainz,1
1,I'm Not Gonna Miss You,Glen Campbell,0
1,Bobby Bitch,Bobby Shmurda,0
1,Often,The Weeknd,0
1,Drinking Class,Lee Brice,0
1,Baby Don't Lie,Gwen Stefani,0
1,Welcome To New York,Taylor Swift,0
1,Try Me,DeJ Loaf,0
1,Outside,Calvin Harris Featuring Ellie Goulding,1
1,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,1
1,Talladega,Eric Church,0
1,Beg For It,Iggy Azalea Featuring M0,1
1,Lips Are Movin,Meghan Trainor,0
1,Dangerous,David Guetta Featuring Sam Martin,1
1,Made Me,Snootie Wild Featuring K Camp,1
1,God Made Girls,RaeLynn,0
1,Blank Space,Taylor Swift,0
1,I Bet My Life,Imagine Dragons,0
1,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",1
1,Style,Taylor Swift,0
1,I Won't Let You Down,OK Go,0
1,Ghost,Ella Henderson,0
1,Wildest Dreams,Taylor Swift,0
1,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1
1,Til It's Gone,Kenny Chesney,0
1,The Heart Wants What It Wants,Selena Gomez,0
1,Ready To Run,One Direction,0
1,Something Big,Shawn Mendes,0
1,Mean To Me,Brett Eldredge,0
1,Homegrown Honey,Darius Rucker,0
1,Shut Up And Dance,WALK THE MOON,0
1,Uptown Funk!,Mark Ronson Featuring Bruno Mars,1
1,18,One Direction,0
1,Where Do Broken Hearts Go,One Direction,0
1,Make Me Wanna,Thomas Rhett,0
1,She Knows,Ne-Yo Featuring Juicy J,1
1,"Mary, Did You Know?",Pentatonix,0
1,Night Changes,One Direction,0
1,Do They Know It's Christmas? (2014),Band Aid 30,0
1,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,1
1,CoCo,O.T. Genasis,0
1,Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,0
1,Take Me To Church,Matt McAndrew,0
1,I Don't Mind,Usher Featuring Juicy J,1
1,Stockholm Syndrome,One Direction,0
1,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,1
1,07-Nov,Beyonce,0
1,Santa Tell Me,Ariana Grande,0
1,I Lived,OneRepublic,0
1,I Walk The Line,Craig Wayne Boyd,0
1,I See You,Luke Bryan,0
1,Sledgehammer,Fifth Harmony,0
1,Time Of Our Lives,Pitbull & Ne-Yo,0
1,Make It Rain,Ed Sheeran,0
1,The Blower's Daughter,Matt McAndrew,0
1,Prayer In C,Lillywood & Robin Schulz,0
1,Geronimo,Sheppard,0
1,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,1
1,Like A Cowboy,Randy Houser,0
1,Royals,Taylor John Williams,0
1,The Old Rugged Cross,Craig Wayne Boyd,0
1,Wet Dreamz,J. Cole,0
1,Make It Rain,Matt McAndrew,0
1,Have Yourself A Merry Little Christmas,Sam Smith,0
1,Come Join The Murder,The White Buffalo & The Forest Rangers,0
1,No Role Modelz,J. Cole,0
1,When I Was Your Man,Chris Jamison,0
1,Break The Rules,Charli XCX,0
1,Wasted Love,Matt McAndrew,0
1,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,0
1,Feeling Myself,Nicki Minaj Featuring Beyonce,1
1,Velvet,Chris Jamison,0
1,Lost Without U,Chris Jamison & Adam Levine,0
1,Masterpiece,Jessie J,0
1,Soldier,Damien,0
1,Lost Stars,Matt McAndrew & Adam Levine,0
1,Get On Your Knees,Nicki Minaj Featuring Ariana Grande,1
1,Apparently,J. Cole,0
1,Lonely Eyes,Chris Young,0
1,Earned It (Fifty Shades Of Grey),The Weeknd,0
1,Stuck On A Feeling,Prince Royce Featuring Snoop Dogg,1
1,Bad B*tch,French Montana Featuring Jeremih,1
1,Can't Stop Dancin',Becky G,0
1,Title,Meghan Trainor,0
1,Only One,Kanye West Featuring Paul McCartney,1
1,Throw Sum Mo,Rae Sremmurd Featuring Nicki Minaj & Young Thug,1
1,Take Your Time,Sam Hunt,0
1,What We Ain't Got,Jake Owen,0
1,A Guy Walks Into A Bar,Tyler Farr,0
1,Take It On Back,Chase Bryant,0
1,Ain't Worth The Whiskey,Cole Swindell,0
1,I Mean It,G-Eazy Featuring Remo,1
1,Elastic Heart,Sia,0
1,Ayo,Chris Brown & Tyga,0
1,Love Me Like You Do,Ellie Goulding,0
1,Irresistible,Fall Out Boy,0
1,Best Friends,Sophia Grace,0
1,Blank Space,I Prevail,0
1,Not For Long,B.o.B Featuring Trey Songz,1
1,Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,1
1,All About It,Hoodie Allen Featuring Ed Sheeran,1
1,Sugar,Maroon 5,0
1,Heartbeat Song,Kelly Clarkson,0
1,Homegrown,Zac Brown Band,0
1,Uma Thurman,Fall Out Boy,0
1,Glory,Common & John Legend,0
1,Say You Do,Dierks Bentley,0
1,The Body,Wale Featuring Jeremih,1
1,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,0
1,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,1
1,Worth It,Fifth Harmony Featuring Kid Ink,1
1,Trap Queen,Fetty Wap,0
1,Somebody,Natalie La Rose Featuring Jeremih,1
1,Immortals,Fall Out Boy,0
1,Slow Motion,Trey Songz,0
1,Shots,Imagine Dragons,0
1,Budapest,George Ezra,0
1,Chains,Nick Jonas,0
1,Talking Body,Tove Lo,0
1,I Bet,Ciara,0
1,Blessings,Big Sean Featuring Drake,1
1,Lay Me Down,Sam Smith,0
1,A Little Too Much,Shawn Mendes,0
1,Hotel,Kid Ink Featuring Chris Brown,1
1,Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,1
1,Girl Crush,Little Big Town,0
1,Energy,Drake,0
1,Little Red Wagon,Miranda Lambert,0
1,One Last Time,Ariana Grande,0
1,Preach,Drake Featuring PARTYNEXTDOOR,1
1,Legend,Drake,0
1,10 Bands,Drake,0
1,Used To,Drake Featuring Lil Wayne,1
1,Where You Belong,The Weeknd,0
1,"Honey, I'm Good.",Andy Grammer,0
1,I Put A Spell On You,Annie Lennox,0
1,Keep Your Money,Empire Cast Featuring Jussie Smollett,1
1,What Kind Of Man,Florence + The Machine,0
1,Wonderland,Taylor Swift,0
1,Know Yourself,Drake,0
1,No Tellin',Drake,0
1,6 God,Drake,0
1,Now & Forever,Drake,0
1,6 Man,Drake,0
1,Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,0
1,I Want You To Know,Zedd Featuring Selena Gomez,1
1,First Kiss,Kid Rock,0
1,You're So Beautiful,Empire Cast Featuring Jussie Smollett & Yazz,1
1,All Your Fault,Big Sean Featuring Kanye West,1
1,You Are In Love,Taylor Swift,0
1,Nobody Love,Tori Kelly,0
1,Smoke,A Thousand Horses,0
1,Raise 'Em Up,Keith Urban Featuring Eric Church,1
1,One Man Can Change The World,Big Sean Featuring Kanye West & John Legend,1
1,Watch Me,Silento,0
1,Paradise,Big Sean,0
1,All Day,"Kanye West Featuring Theophilus London, Allan Kingdom & Paul McCartney",1
1,Conqueror,Empire Cast Featuring Estelle & Jussie Smollett,1
1,I Really Like You,Carly Rae Jepsen,0
1,New Romantics,Taylor Swift,0
1,Don't It,Billy Currington,0
1,Adore,Cashmere Cat Featuring Ariana Grande,1
1,She Don't Love You,Eric Paslay,0
1,Monster,Meek Mill,0
1,Where Are U Now,Skrillex & Diplo With Justin Bieber,0
1,Believe,Mumford & Sons,0
1,Want To Want Me,Jason Derulo,0
1,Games,Luke Bryan,0
1,Bills,LunchMoney Lewis,0
1,Bright,Echosmith,0
1,Wild Child,Kenny Chesney With Grace Potter,0
1,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,0
1,Little Toy Guns,Carrie Underwood,0
1,See You Again,Wiz Khalifa Featuring Charlie Puth,1
1,King Kunta,Kendrick Lamar,0
1,The Blacker The Berry,Kendrick Lamar,0
1,Alright,Kendrick Lamar,0
1,Fairly Local,twenty one pilots,0
1,Wesley's Theory,Kendrick Lamar Featuring George Clinton & Thundercat,1
1,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",1
1,Institutionalized,"Kendrick Lamar Featuring Bilal, Anna Wise & Snoop Dogg",1
1,B**** Better Have My Money,Rihanna,0
1,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,0
1,Trouble,Iggy Azalea Featuring Jennifer Hudson,1
1,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",1
1,Failure,Breaking Benjamin,0
1,Baby Blue,Action Bronson Featuring Chance The Rapper,1
1,Love You Like That,Canaan Smith,0
1,You Know You Like It,DJ Snake & AlunaGeorge,0
1,Like A Wrecking Ball,Eric Church,0
1,Get Low,Dillon Francis & DJ Snake,0
1,The Matrimony,Wale Featuring Usher,1
1,Good Lovin,Ludacris Featuring Miguel,1
1,Love Me Like You Mean It,Kelsea Ballerini,0
1,Commas,Future,0
1,Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",0
1,Tear In My Heart,twenty one pilots,0
1,Crash And Burn,Thomas Rhett,0
1,Goodbye,Who Is Fancy,0
1,Baby Be My Love Song,Easton Corbin,0
1,Lean On,Major Lazer & DJ Snake Featuring MO,1
1,Nasty Freestyle,T-Wayne,0
1,Fight Song,Rachel Platten,0
1,American Oxygen,Rihanna,0
1,Sangria,Blake Shelton,0
1,Be Real,Kid Ink Featuring DeJ Loaf,1
1,Imagine,Sawyer Fredericks,0
1,Renegades,X Ambassadors,0
1,House Of The Rising Sun,Kimberly Nichole,0
1,Hallelujah,Panic! At The Disco,0
1,Nothing Without Love,Nate Ruess,0
1,Nasty,Bandit Gang Marco Featuring Dro,1
1,Make It Rain,Koryn Hawthorne,0
1,Cheerleader,OMI,0
1,Flex (Ooh Ooh Ooh),Rich Homie Quan,0
1,I Don't Get Tired (#IDGT),Kevin Gates Featuring August Alsina,1
1,Iris,Sawyer Fredericks,0
1,Simple Man,Sawyer Fredericks,0
1,Infinity,Mariah Carey,0
1,Stressed Out,twenty one pilots,0
1,Flicka Da Wrist,Chedda Da Connect,0
1,One Hell Of An Amen,Brantley Gilbert,0
1,Crushin' It,Brad Paisley,0
1,Pretty Girls,Britney Spears & Iggy Azalea,0
1,Coffee,Miguel,0
1,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi",1
1,Classic Man,Jidenna Featuring Roman GianArthur,1
1,The Night Is Still Young,Nicki Minaj,0
1,Shine On,Sawyer Fredericks,0
1,I'm Comin' Over,Chris Young,0
1,This Summer's Gonna Hurt...,Maroon 5,0
1,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",1
1,Fun,Pitbull Featuring Chris Brown,1
1,Photograph,Ed Sheeran,0
1,Beautiful Life,Nick Fradiani,0
1,A Thousand Years,Sawyer Fredericks,0
1,Kick The Dust Up,Luke Bryan,0
1,Please,Sawyer Fredericks,0
1,Old Man,Sawyer Fredericks,0
1,Flashlight,Jessie J,0
1,Beautiful Now,Zedd Featuring Jon Bellion,1
1,Change My Mind,Meghan Linsey,0
1,The Hills,The Weeknd,0
1,L$D,A$AP Rocky,0
1,Electric Body,A$AP Rocky Featuring ScHoolboy Q,1
1,Stitches,Shawn Mendes,0
1,Loving You Easy,Zac Brown Band,0
1,Young & Crazy,Frankie Ballard,0
1,Buy Me A Boat,Chris Janson,0
1,You Changed Me,Jamie Foxx Featuring Chris Brown,1
1,Kiss You In The Morning,Michael Ray,0
1,Planez,Jeremih Featuring J. Cole,1
1,Phenomenal,Eminem,0
1,"Ulay, Oh",How I Became The Bomb,0
1,House Party,Sam Hunt,0
1,Everyday,A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson,1
1,Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,1
1,Hell Of A Night,Dustin Lynch,0
1,Can't Feel My Face,The Weeknd,0
1,3500,Travi$ Scott Featuring Future & 2 Chainz,1
1,"John Cougar, John Deere, John 3:16",Keith Urban,0
1,Back It Up,Prince Royce Featuring Jennifer Lopez & Pitbull,1
1,This Could Be Us,Rae Sremmurd,0
1,Lose My Mind,Brett Eldredge,0
1,Ghost Town,Adam Lambert,0
1,B**** I'm Madonna,Madonna Featuring Nicki Minaj,1
1,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,1
1,Sparks,Hilary Duff,0
1,Good Thing,Sage The Gemini Featuring Nick Jonas,1
1,Good For You,Selena Gomez Featuring A$AP Rocky,1
1,No Sleeep,Janet Featuring J. Cole,1
1,"I Don't Like It, I Love It",Flo Rida Featuring Robin Thicke & Verdine White,1
1,All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,1
1,Yoga,Janelle Monae & Jidenna,0
1,Real Life,Jake Owen,0
1,Like I Can,Sam Smith,0
1,Check,Young Thug,0
1,679,Fetty Wap Featuring Remy Boyz,1
1,Cool For The Summer,Demi Lovato,0
1,R.I.C.O.,Meek Mill Featuring Drake,1
1,Play No Games,Big Sean Featuring Chris Brown & Ty Dolla $ign,1
1,Do It Again,Pia Mia Featuring Chris Brown & Tyga,1
1,Bad For You,Meek Mill Featuring Nicki Minaj,1
1,My Way,Fetty Wap Featuring Monty,1
1,Brother,NEEDTOBREATHE Featuring Gavin DeGraw,1
1,Love Is Your Name,Steven Tyler,0
1,Lord Knows,Meek Mill,0
1,Jump Out The Face,Meek Mill Featuring Future,1
1,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,1
1,Ex's & Oh's,Elle King,0
1,Break Up With Him,Old Dominion,0
1,Kings Never Die,Eminem Featuring Gwen Stefani,1
1,Should've Been Us,Tori Kelly,0
1,Fly,Maddie & Tae,0
1,Burning House,Cam,0
1,She's Kinda Hot,5 Seconds Of Summer,0
1,How Deep Is Your Love,Calvin Harris & Disciples,0
1,Where Ya At,Future Featuring Drake,1
1,Strip It Down,Luke Bryan,0
1,Locked Away,R. City Featuring Adam Levine,1
1,Blow A Bag,Future,0
1,Save It For A Rainy Day,Kenny Chesney,0
1,Dance Like We're Making Love,Ciara,0
1,Fire N Gold,Bea Miller,0
1,Cheyenne,Jason Derulo,0
1,Drag Me Down,One Direction,0
1,Back To Back,Drake,0
1,Rotten To The Core,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",0
1,Omen,Disclosure Featuring Sam Smith,1
1,Hotline Bling,Drake,0
1,Charged Up,Drake,0
1,100,The Game Featuring Drake,1
1,Comfortable,K Camp,0
1,Let Me See Ya Girl,Cole Swindell,0
1,Here,Alessia Cara,0
1,If Only,Dove Cameron,0
1,Again,Fetty Wap,0
1,High By The Beach,Lana Del Rey,0
1,Love Myself,Hailee Steinfeld,0
1,Nothin' Like You,Dan + Shay,0
1,Gonna Wanna Tonight,Chase Rice,0
1,Black Magic,Little Mix,0
1,100 Grandkids,Mac Miller,0
1,Straight Outta Compton,N.W.A,0
1,Hit The Quan,iLoveMemphis,0
1,Boyz-N-The Hood,Eazy-E,0
1,The Fix,Nelly Featuring Jeremih,1
1,Fly Away,5 Seconds Of Summer,0
1,Smoke Break,Carrie Underwood,0
1,Levels,Nick Jonas,0
1,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",1
1,Liquor,Chris Brown,0
1,About You,Trey Songz,0
1,Cecilia And The Satellite,Andrew McMahon In The Wilderness,0
1,I'm To Blame,Kip Moore,0
1,What Do You Mean?,Justin Bieber,0
1,Prisoner,The Weeknd Featuring Lana Del Rey,1
1,Tell Your Friends,The Weeknd,0
1,Acquainted,The Weeknd,0
1,Real Life,The Weeknd,0
1,Roots,Imagine Dragons,0
1,Shameless,The Weeknd,0
1,Losers,The Weeknd Featuring Labrinth,1
1,Dark Times,The Weeknd Featuring Ed Sheeran,1
1,Jet Black Heart,5 Seconds Of Summer,0
1,New Americana,Halsey,0
1,In The Night,The Weeknd,0
1,Antidote,Travis Scott,0
1,Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,1
1,White Iverson,Post Malone,0
1,Ginza,J Balvin,0
1,Same Old Love,Selena Gomez,0
1,Right Hand,Drake,0
