Title,Artist,Featuring,Hit,Unnamed: 0.1,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
Like You,Daddy Yankee,0,1,28598,0.103,0.809,202933,0.691,0,5,0.284,-6.573,0.079,95.008,0.758
Alcohol,Brad Paisley,0,1,28788,0.373,0.552,290933,0.754,3.02E-05,11,0.208,-5.888,0.0302,141.671,0.595
My Sister,Reba McEntire,0,1,28895,0.0598,0.56,239640,0.614,5.25E-06,2,0.112,-8.538,0.0418,187.954,0.526
Do You Want Fries With That,Tim McGraw,0,1,28989,0.214,0.604,239760,0.802,0,7,0.111,-3.995,0.0317,135.999,0.671
Somebody's Hero,Jamie O'Neal,0,1,29198,0.0771,0.493,221425,0.735,0,1,0.107,-6.012,0.0432,164.059,0.626
Georgia Rain,Trisha Yearwood,0,1,29296,0.605,0.518,311360,0.438,7.77E-05,10,0.19,-5.716,0.0234,99.176,0.144
Seasons Of Love,Cast Of Rent,0,1,29467,0.581,0.44,183547,0.573,0,10,0.0777,-5.42,0.0365,178.192,0.442
All These Things That I've Done,The Killers,0,1,29594,0.00156,0.557,301573,0.728,5.13E-06,6,0.118,-6.181,0.0405,118.241,0.216
Best I Ever Had,Gary Allan,0,1,29697,0.00254,0.273,251480,0.59,1.07E-06,6,0.108,-4.997,0.0295,174.863,0.214
Outta Control,50 Cent,0,1,29891,0.0268,0.77,247973,0.587,0,8,0.0621,-5.99,0.265,92.009,0.574
Here We Go,Trina Featuring Kelly Rowland,1,1,30191,0.624,0.814,230973,0.494,0,8,0.0888,-7.167,0.0846,128.083,0.607
If It's Lovin' That You Want,Rihanna,0,1,30395,0.0962,0.745,208107,0.694,0,8,0.0454,-7.519,0.128,95.924,0.74
Heard 'Em Say,Kanye West Featuring Adam Levine,1,1,30499,0.0535,0.727,203733,0.696,0.0454,7,0.128,-8.313,0.165,95.067,0.559
Hypnotize,System Of A Down,0,1,30592,0.0303,0.274,189440,0.92,0.000412,6,0.115,-4.096,0.0489,153.986,0.0397
"Jesus, Take The Wheel",Carrie Underwood,0,1,30747,0.665,0.359,226493,0.518,0,2,0.106,-3.537,0.0302,76.572,0.135
Be Without You,Mary J. Blige,0,1,30892,0.067,0.724,246333,0.705,0,2,0.262,-5.859,0.112,146.589,0.662
Unpredictable,Jamie Foxx Featuring Ludacris,1,1,30999,0.206,0.734,219867,0.599,0,9,0.0555,-8.462,0.197,145.185,0.772
Hit The Floor,Twista Featuring Pitbull,1,1,31194,0.00211,0.921,217467,0.876,0.0268,11,0.364,-4.673,0.0954,117.986,0.696
Perfect Situation,Weezer,0,1,31291,0.0271,0.47,254333,0.806,0.000142,6,0.2,-4.1,0.0328,93.853,0.403
Who I Am Hates Who I've Been,Relient K,0,1,31491,0.00289,0.398,232267,0.902,0,3,0.066,-3.518,0.0861,166.823,0.491
Lights And Sounds,Yellowcard,0,1,31875,8.48E-05,0.344,208187,0.972,0,11,0.293,-3.675,0.116,167.819,0.387
Move Along,The All-American Rejects,0,1,31999,0.000148,0.518,238880,0.916,0,3,0.291,-3.858,0.0454,109.864,0.646
Cowboys Are Frequently Secretly (Fond Of Each Other),Willie Nelson,0,1,32251,0.538,0.605,212853,0.483,0.000251,9,0.152,-7.576,0.0279,93.988,0.633
What's Left Of Me,Nick Lachey,0,1,32388,0.136,0.421,244667,0.728,0,7,0.136,-5.644,0.035,150.12,0.311
Why,Jason Aldean,0,1,32495,0.0688,0.568,213733,0.695,0,9,0.15,-3.828,0.0294,135.926,0.218
Something's Gotta Give,LeAnn Rimes,0,1,32599,0.0771,0.647,236840,0.85,0,2,0.0662,-3.464,0.0292,109.002,0.471
Gold Lion,Yeah Yeah Yeahs,0,1,32696,0.0204,0.521,187133,0.848,1.21E-05,9,0.081,-3.396,0.065,158.739,0.297
Lo Que Son Las Cosas,Anais,0,1,32878,0.62,0.536,242467,0.611,0,6,0.097,-4.186,0.036,141.84,0.259
Every Day Is Exactly The Same,Nine Inch Nails,0,1,32955,0.0217,0.607,294893,0.941,0.071,0,0.119,-6.163,0.0486,144.04,0.414
Summertime,Kenny Chesney,0,1,33097,0.169,0.48,206587,0.928,0,4,0.0479,-5.501,0.0899,167.986,0.713
Doing Too Much,Paula DeAnda Featuring Baby Bash,1,1,33386,0.279,0.716,247431,0.668,0,2,0.337,-5.136,0.083,141.006,0.744
"Steady, As She Goes",The Raconteurs,0,1,33491,0.0132,0.524,215267,0.578,0.00921,9,0.108,-4.563,0.12,123.669,0.537
Snow ((Hey Oh)),Red Hot Chili Peppers,0,1,33597,0.116,0.427,334667,0.9,1.75E-05,11,0.119,-3.674,0.0499,104.655,0.599
(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,0,1,33696,0.067,0.711,243880,0.761,0,8,0.041,-3.04,0.225,95.824,0.718
High,James Blunt,0,1,33899,0.259,0.541,243280,0.602,1.37E-06,10,0.125,-6.033,0.0257,81.32,0.446
Coming Undone,Korn,0,1,34078,0.000658,0.687,199773,0.677,0.000146,2,0.0564,-4.172,0.0508,75.052,0.546
I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,1,1,34195,0.0702,0.744,241307,0.368,0,1,0.192,-6.349,0.0524,84.018,0.391
Waiting On The World To Change,John Mayer,0,1,34324,0.159,0.577,201173,0.756,0.000232,2,0.249,-5.82,0.115,176.75,0.663
Far Away,Nickelback,0,1,34471,0.000696,0.518,238173,0.797,0,6,0.107,-5.153,0.0309,132.915,0.293
I Call It Love,Lionel Richie,0,1,34494,0.459,0.681,198427,0.753,0,8,0.114,-4.082,0.107,91.993,0.578
About Us,Brooke Hogan Featuring Paul Wall,1,1,34652,0.209,0.805,203347,0.796,0,1,0.311,-3.904,0.262,83.339,0.699
Entourage,Omarion,0,1,34784,0.0404,0.831,235067,0.79,0,5,0.122,-1.578,0.039,106.491,0.937
It's Okay (One Blood),The Game Featuring Junior Reid,1,1,34887,0.000921,0.608,257600,0.875,0,7,0.125,-5.642,0.231,163.443,0.589
Morris Brown,OutKast Featuring Scar & Sleepy Brown,1,1,34994,0.172,0.723,264400,0.784,2.77E-06,6,0.685,-4.74,0.297,94.216,0.556
Stuntin' Like My Daddy,Birdman & Lil Wayne,0,1,35094,0.00908,0.71,267293,0.881,0,5,0.162,-6.648,0.0398,160.011,0.809
Ni Una Sola Palabra,Paulina Rubio,0,1,35297,0.046,0.76,232067,0.827,0,5,0.109,-4.015,0.029,130.321,0.633
Like Red On A Rose,Alan Jackson,0,1,35395,0.634,0.598,213307,0.315,0.191,11,0.0825,-9.83,0.0282,96.684,0.172
Unappreciated,Cherish,0,1,35497,0.0888,0.735,235333,0.521,0,7,0.065,-6.696,0.0876,77.01,0.374
She's Everything,Brad Paisley,0,1,35595,0.569,0.355,266920,0.478,2.90E-06,0,0.194,-8.323,0.0335,102.971,0.269
Long Way 2 Go,Cassie,0,1,35796,0.057,0.589,220640,0.655,0.000353,8,0.372,-8.138,0.0488,105.272,0.675
This Is The Life,Hannah Montana,0,1,35888,0.000427,0.58,177253,0.798,1.13E-06,4,0.36,-4.286,0.0291,141.04,0.48
Dem Jeans,Chingy Featuring Jermaine Dupri,1,1,35992,0.159,0.86,229400,0.903,0,7,0.137,-6.28,0.29,85.017,0.753
Say It Right,Nelly Furtado,0,1,36092,0.0409,0.871,223080,0.869,0.00111,1,0.053,-6.308,0.139,116.95,0.834
Runaway Love,Ludacris Featuring Mary J. Blige,1,1,36190,0.329,0.405,280680,0.721,0,1,0.252,-6.97,0.283,92.854,0.815
Keep Holding On,Avril Lavigne,0,1,36321,0.0374,0.274,239907,0.786,0,7,0.143,-2.354,0.0333,161.061,0.146
Pain,Three Days Grace,0,1,36397,0.00804,0.416,202973,0.741,0,7,0.273,-4.001,0.0335,160.515,0.286
Into The Ocean,Blue October,0,1,36484,0.282,0.758,239947,0.606,0,0,0.144,-6.444,0.0325,107.95,0.361
The Carpal Tunnel Of Love,Fall Out Boy,0,1,36580,0.00184,0.466,203840,0.941,7.90E-06,2,0.34,-2.82,0.0497,140.765,0.599
Alyssa Lies,Jason Michael Carroll,0,1,36785,0.334,0.496,259573,0.602,0.00356,7,0.147,-5.29,0.0265,75.519,0.398
Jump To The Rhythm,Jordan Pruitt,0,1,36968,0.0519,0.763,227013,0.905,0,0,0.0468,-3.156,0.0335,107.966,0.76
Say OK,Vanessa Hudgens,0,1,37266,0.00607,0.469,221867,0.689,0.00119,9,0.114,-7.017,0.0475,126.505,0.531
Settlin',Sugarland,0,1,37296,0.112,0.624,207067,0.934,0.000221,3,0.127,-1.825,0.0479,122.056,0.573
Rock Yo Hips,Crime Mob Featuring Lil Scrappy,1,1,37399,0.0869,0.847,226547,0.667,0,6,0.443,-5.7,0.17,77.492,0.707
Break 'Em Off,Paul Wall Featuring Lil' KeKe,1,1,37571,0.445,0.768,291733,0.614,0,1,0.117,-6.024,0.368,75.753,0.606
Last Dollar (Fly Away),Tim McGraw,0,1,37695,0.206,0.48,237120,0.621,0,4,0.134,-4.814,0.0372,207.676,0.713
Rehab,Amy Winehouse,0,1,37890,0.0473,0.434,213760,0.872,1.83E-06,0,0.396,-2.974,0.0702,71.515,0.732
Moments,Emerson Drive,0,1,37996,0.193,0.498,298027,0.481,0,9,0.0868,-8.04,0.0278,141.911,0.303
Love Today,MIKA,0,1,38091,0.0365,0.67,235173,0.909,0.00407,11,0.11,-4.95,0.067,124.461,0.544
Release,Timbaland Featuring Justin Timberlake,1,1,38190,0.209,0.865,205480,0.722,6.02E-05,2,0.126,-4.894,0.18,123.816,0.828
Que Hiciste,Jennifer Lopez,0,1,38285,0.541,0.641,297573,0.659,6.02E-06,2,0.162,-7.149,0.0857,116.148,0.628
When You're Gone,Avril Lavigne,0,1,38389,0.189,0.458,240493,0.719,0,4,0.228,-3.921,0.0323,142.032,0.168
Never Again,Kelly Clarkson,0,1,38407,0.00168,0.514,217293,0.91,0.00187,7,0.224,-2.978,0.0714,145.907,0.472
Tambourine,Eve,0,1,38671,0.239,0.82,192440,0.854,0,1,0.359,-4.153,0.22,102.623,0.574
Get Me Bodied,Beyonce,0,1,38697,0.0673,0.865,205813,0.829,0,0,0.253,-6.981,0.315,96.511,0.651
This Is My Now,Jordin Sparks,0,1,38814,0.199,0.467,230627,0.56,0,6,0.0942,-5.37,0.0287,147.905,0.179
Lip Gloss,Lil Mama,0,1,38894,0.41,0.619,219773,0.87,1.37E-06,2,0.0571,-4.956,0.501,188.772,0.94
Bartender,T-Pain Featuring Akon,1,1,38996,0.0611,0.675,238800,0.394,0,8,0.214,-8.539,0.133,104.987,0.405
How Do I Breathe,Mario,0,1,39290,0.215,0.684,216893,0.455,1.08E-06,5,0.263,-8.216,0.0307,97.956,0.487
Bed,J. Holiday,0,1,39688,0.17,0.684,275107,0.606,0,5,0.058,-7.268,0.0504,127.901,0.723
Proud Of The House We Built,Brooks & Dunn,0,1,39788,0.0655,0.618,226187,0.79,0.00641,6,0.11,-4.973,0.0445,119.987,0.545
If You're Reading This,Tim McGraw,0,1,39944,0.823,0.305,252720,0.304,0,11,0.67,-8.383,0.0285,145.49,0.341
Clothes Off!!,Gym Class Heroes,0,1,40045,0.0225,0.761,235480,0.69,0,11,0.34,-5.56,0.11,114.987,0.742
I Get Money,50 Cent,0,1,40184,0.159,0.525,223720,0.933,0.000241,9,0.311,-4.673,0.356,122.631,0.457
Hate That I Love You,Rihanna Featuring Ne-Yo,1,1,40297,0.323,0.637,218947,0.73,0,5,0.0981,-5.38,0.0874,93.867,0.732
Good Life,Kanye West Featuring T-Pain,1,1,40413,0.00305,0.439,207000,0.808,0,1,0.439,-6.881,0.346,82.962,0.487
Me Enamora,Juanes,0,1,40498,0.0175,0.676,192613,0.839,0,4,0.0885,-3.922,0.033,94.013,0.891
Tattoo,Jordin Sparks,0,1,40657,0.431,0.566,233467,0.766,0,2,0.101,-5.036,0.0399,168.005,0.547
Soulja Girl,Soulja Boy Tell'em Featuring I-15,1,1,40771,0.0846,0.578,187547,0.714,0,11,0.139,-3.551,0.0349,73.007,0.145
Shadowplay,The Killers,0,1,40967,0.000781,0.643,247240,0.805,0.578,2,0.393,-7.238,0.0476,145.029,0.352
Love Song,Sara Bareilles,0,1,41199,0.0208,0.583,258827,0.786,0,2,0.188,-3.142,0.0301,123.052,0.573
Sexy Movimiento,Wisin & Yandel,0,1,41299,0.382,0.815,209680,0.757,3.28E-06,10,0.147,-6.16,0.039,104.986,0.734
Go Girl,Pitbull Featuring Trina & Young Bo$$,1,1,41591,0.145,0.986,229669,0.597,2.18E-06,8,0.197,-6.809,0.308,115.004,0.761
If I Had Eyes,Jack Johnson,0,1,41762,0.663,0.794,238813,0.569,0.00343,2,0.0898,-8.057,0.0371,92.915,0.706
Do You Hear What I Hear,Carrie Underwood,0,1,41889,0.594,0.296,251347,0.505,0,7,0.1,-5.305,0.0289,77.562,0.135
All Around Me,Flyleaf,0,1,41992,0.0216,0.473,198507,0.871,0,9,0.0525,-4.893,0.0456,146.975,0.47
Shiftwork,Kenny Chesney Duet With George Strait,0,1,42091,0.0922,0.847,269507,0.576,0.00331,0,0.0373,-9.199,0.0359,128.992,0.882
Get My Drink On,Toby Keith,0,1,42198,0.0161,0.579,187053,0.955,0.000304,2,0.131,-4.252,0.0536,99.869,0.816
Like Whoa,Aly & AJ,0,1,42371,0.00935,0.703,150827,0.806,0.00056,8,0.0948,-4.974,0.0555,120.996,0.844
Rock Star,Hannah Montana,0,1,42480,0.00436,0.482,178560,0.945,1.41E-06,2,0.364,-3.969,0.124,160.792,0.626
Realize,Colbie Caillat,0,1,42585,0.13,0.693,244107,0.594,0,1,0.115,-6.408,0.0325,123.932,0.192
Bleeding Love,Leona Lewis,0,1,42684,0.188,0.638,262467,0.656,0,5,0.146,-5.886,0.0357,104.036,0.225
Just Got Started Lovin' You,James Otto,0,1,42792,0.159,0.705,234640,0.606,0.00149,7,0.242,-7.047,0.0243,98.001,0.876
Honey,Erykah Badu,0,1,42887,0.0273,0.399,320973,0.802,0.00387,6,0.187,-7.869,0.35,87.818,0.437
Lollipop,Lil Wayne Featuring Static Major,1,1,43084,0.056,0.829,299333,0.428,0.00413,0,0.137,-9.469,0.0831,148.075,0.45
Go On Girl,Ne-Yo,0,1,43195,0.155,0.637,261427,0.521,0,4,0.0945,-6.959,0.109,83.896,0.562
We Weren't Crazy,Josh Gracin,0,1,43381,0.21,0.418,227307,0.84,1.38E-06,0,0.162,-2.622,0.041,164.02,0.659
Better As A Memory,Kenny Chesney,0,1,43486,0.433,0.576,252707,0.302,3.30E-05,2,0.133,-11.845,0.033,70.932,0.145
Rise Above This,Seether,0,1,43596,0.011,0.533,203893,0.83,2.98E-06,1,0.0801,-3.092,0.0324,120.028,0.249
Mercy,Duffy,0,1,43686,0.266,0.793,219920,0.859,0.000356,0,0.133,-3.774,0.0332,129.911,0.964
Sweet And Low,Augustana,0,1,43787,0.00572,0.443,214067,0.727,0.000845,11,0.106,-4.455,0.0315,151.93,0.407
If I Never See Your Face Again,Maroon 5 Featuring Rihanna,1,1,43856,0.017,0.745,201000,0.867,0,1,0.281,-2.446,0.0374,106.006,0.936
Hallelujah,Kate Voegele,0,1,43967,0.936,0.593,294200,0.217,0,2,0.117,-7.474,0.0282,107.918,0.365
That Song In My Head,Julianne Hough,0,1,44087,0.0705,0.496,193493,0.84,0,0,0.0745,-2.528,0.0803,185.978,0.746
Game's Pain,The Game Featuring Keyshia Cole,1,1,44190,0.0863,0.754,261773,0.769,0,6,0.0534,-4.658,0.354,97.012,0.372
7 Things,Miley Cyrus,0,1,44283,0.0232,0.59,213453,0.903,0,1,0.0786,-4.478,0.0363,107.023,0.542
Magic,Robin Thicke,0,1,44387,0.251,0.737,233227,0.624,0.00295,7,0.101,-6.487,0.0398,107.959,0.651
Gotta Find You,Joe Jonas,0,1,44429,0.0491,0.326,241867,0.743,0,11,0.0874,-5.139,0.0352,80.475,0.459
Free Fallin',John Mayer,0,1,44650,0.771,0.315,263573,0.296,0,5,0.702,-13.262,0.0317,172.638,0.436
Need U Bad,Jazmine Sullivan,0,1,44872,0.0232,0.529,257427,0.659,0,7,0.114,-5.318,0.0629,138.196,0.36
Mamma Mia,Meryl Streep,0,1,44998,0.15,0.746,214907,0.848,2.18E-06,2,0.37,-4.638,0.0331,138.047,0.756
What If It All Goes Right,Melissa Lawson,0,1,45178,0.323,0.632,194107,0.8,8.36E-05,4,0.217,-3.796,0.0294,99.985,0.265
Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,0,1,45240,0.374,0.705,252987,0.693,1.21E-05,11,0.65,-7.153,0.155,137.741,0.555
So What,P!nk,0,1,45308,0.000329,0.534,215160,0.87,0,11,0.241,-3.078,0.0425,126.019,0.462
Just Stand Up!,Artists Stand Up To Cancer,0,1,45477,0.174,0.56,217067,0.958,0,0,0.705,-1.119,0.0792,176.524,0.599
Now Or Never,High School Musical 3 Cast,0,1,45593,0.112,0.747,270733,0.983,0,5,0.706,-3.883,0.181,114.993,0.553
Right Here (Departed),Brandy,0,1,45682,0.256,0.568,217947,0.682,0,8,0.231,-5.781,0.0439,92.99,0.366
Chicken Fried,Zac Brown Band,0,1,45759,0.645,0.566,238147,0.713,0,6,0.114,-4.25,0.0417,169.864,0.807
Use Somebody,Kings Of Leon,0,1,45885,0.00552,0.276,230760,0.715,0.000417,0,0.201,-5.356,0.0432,137.028,0.173
Go Girl,Ciara Featuring T-Pain,1,1,45977,0.526,0.524,235667,0.57,0,7,0.288,-6.765,0.301,66.755,0.785
Fearless,Taylor Swift,0,1,46108,0.04,0.594,241987,0.712,0,5,0.309,-4.418,0.0273,99.972,0.476
You Are The Best Thing,Ray LaMontagne,0,1,46189,0.0304,0.579,231840,0.727,1.99E-05,10,0.172,-4.872,0.0332,170.593,0.885
Lloro Por Ti,Enrique Iglesias,0,1,46290,0.211,0.706,247478,0.759,8.42E-06,10,0.107,-6.921,0.0408,79.989,0.355
Angels,David Archuleta,0,1,46388,0.0727,0.439,248960,0.548,0,4,0.0921,-6.694,0.0291,76.042,0.298
It's A New Day,will.i.am,0,1,46477,0.0975,0.759,219787,0.644,0,7,0.216,-4.445,0.049,119.804,0.459
Sweet Thing,Keith Urban,0,1,46542,0.19,0.621,228187,0.888,1.70E-05,8,0.151,-6.199,0.0443,102.986,0.651
She's Country,Jason Aldean,0,1,46589,0.198,0.553,220573,0.872,0,1,0.0659,-2.832,0.0782,172.138,0.638
Ride,Ace Hood Featuring Trey Songz,1,1,46689,0.0683,0.585,264600,0.793,0,0,0.276,-5.478,0.247,150.182,0.573
I Hate This Part,The Pussycat Dolls,0,1,46778,0.0659,0.756,218400,0.612,0,5,0.274,-4.371,0.0317,111.572,0.452
That's Not My Name,The Ting Tings,0,1,46887,0.0451,0.755,310573,0.901,0.0373,9,0.363,-3.152,0.0893,145.042,0.959
About You Now,Miranda Cosgrove,0,1,47150,0.00558,0.489,190560,0.868,0,6,0.602,-3.8,0.13,164.98,0.658
Lost,Gorilla Zoe,0,1,47392,0.0162,0.722,287187,0.564,0.176,0,0.351,-7.476,0.0668,136.039,0.553
More Like Her,Miranda Lambert,0,1,47498,0.238,0.556,208867,0.393,0,11,0.0979,-6.589,0.025,132.746,0.213
Right Round,Flo Rida,0,1,47673,0.009,0.72,204640,0.672,0,7,0.232,-6.852,0.0551,124.986,0.705
Hold Up My Heart,Brooke White,0,1,48046,0.411,0.314,229227,0.641,0,2,0.106,-4.078,0.0387,177.211,0.409
O... Saya,M.I.A. & A R Rahman,0,1,48092,0.0751,0.685,213827,0.936,0.0506,4,0.191,-7.857,0.111,124.4,0.537
Magnificent,Rick Ross Featuring John Legend,1,1,48187,0.00733,0.631,257480,0.755,0,7,0.0889,-7.206,0.136,91.378,0.439
sobeautiful,Musiq Soulchild,0,1,48297,0.0656,0.689,291133,0.562,0,7,0.0885,-7.048,0.0637,133.987,0.21
Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,0,1,48671,0.733,0.607,189240,0.281,0.000123,11,0.29,-12.632,0.0258,134.977,0.468
Know Your Enemy,Green Day,0,1,48739,0.0016,0.56,190987,0.958,4.96E-05,11,0.0643,-3.245,0.0412,129.984,0.961
Funny The Way It Is,Dave Matthews Band,0,1,48836,0.157,0.587,266627,0.943,0,0,0.248,-3.277,0.0346,103.013,0.747
Echo,Gorilla Zoe,0,1,48981,0.0809,0.809,237893,0.744,0,0,0.21,-5.892,0.0434,107.99,0.572
Old Time's Sake,Eminem Featuring Dr. Dre,1,1,49024,0.0606,0.775,278160,0.829,0,1,0.33,-1.933,0.304,176.047,0.836
Paranoid,Jonas Brothers,0,1,49136,0.00121,0.636,218267,0.85,0,10,0.129,-4.469,0.0409,120.995,0.75
New Divide,Linkin Park,0,1,49205,0.000235,0.493,268613,0.808,0,5,0.0983,-3.365,0.0362,117.971,0.38
Imma Be,The Black Eyed Peas,0,1,49249,0.0981,0.595,258651,0.352,0,5,0.359,-11.306,0.378,183.956,0.497
Summer Nights,Rascal Flatts,0,1,49379,0.0163,0.541,242027,0.895,0,2,0.571,-4.884,0.0367,102.078,0.657
Ego,Beyonce,0,1,49476,0.155,0.623,236360,0.389,0,1,0.163,-7.816,0.241,79.454,0.489
Make Her Say,Kid Cudi Featuring Kanye West & Common,1,1,49550,0.245,0.93,216413,0.712,1.48E-05,10,0.116,-5.156,0.0666,99.054,0.456
Fly With Me,Jonas Brothers,0,1,49682,0.00561,0.481,234147,0.926,0,0,0.119,-3.464,0.0576,149.957,0.523
She Wolf,Shakira,0,1,50033,0.289,0.865,188867,0.69,0.0138,7,0.225,-7.448,0.0444,121.983,0.868
Catch Me,Demi Lovato,0,1,50188,0.491,0.289,190000,0.292,0,4,0.255,-11.991,0.048,185.425,0.491
Sexy Chick,David Guetta Featuring Akon,1,1,50255,0.0816,0.809,194347,0.562,0.000418,11,0.105,-7.694,0.0534,130.003,0.798
Celebration,Madonna,0,1,50370,0.0742,0.637,215133,0.891,0.000622,11,0.0686,-4.139,0.0345,126.002,0.933
Hot Mess,Cobra Starship,0,1,50463,0.00205,0.642,172293,0.87,0,7,0.129,-4.096,0.11,119.987,0.73
Fireflies,Owl City,0,1,50596,0.0275,0.512,228347,0.662,0,3,0.118,-6.797,0.0439,180.114,0.472
Under,Pleasure P,0,1,50686,0.202,0.675,231160,0.678,1.49E-06,5,0.144,-7.151,0.0625,119.986,0.474
Body Language,Jesse McCartney Featuring T-Pain,1,1,50783,0.0309,0.644,219213,0.748,0,0,0.154,-4.467,0.0364,161.434,0.538
Break,Three Days Grace,0,1,50890,0.000666,0.578,193107,0.897,0,0,0.0924,-3.906,0.0357,115.491,0.737
I Want To Know What Love Is,Mariah Carey,0,1,50965,0.122,0.591,207133,0.42,1.18E-06,6,0.168,-6.399,0.0334,79.957,0.318
Somebody To Love,Glee Cast,0,1,51084,0.236,0.556,283667,0.804,0,8,0.38,-3.919,0.0421,116.973,0.413
Maybe This Time,Glee Cast Featuring Kristin Chenoweth,1,1,51187,0.454,0.399,179507,0.382,1.66E-05,6,0.119,-8.11,0.167,86.463,0.194
It's My Life / Confessions Part II,Glee Cast,0,1,51229,0.0385,0.586,111333,0.882,0,11,0.32,-3.794,0.0487,131.008,0.706
Shots,LMFAO Featuring Lil Jon,1,1,51297,0.00851,0.825,222133,0.856,1.40E-06,1,0.127,-1.912,0.0476,128.016,0.207
Chances,Five For Fighting,0,1,51382,0.0236,0.401,215200,0.802,0,10,0.224,-5.646,0.0291,163.987,0.326
Gangsta Luv,Snoop Dogg Featuring The-Dream,1,1,51456,0.0277,0.59,256547,0.735,0,2,0.0818,-4.924,0.297,102.076,0.398
Russian Roulette,Rihanna,0,1,51499,0.046,0.48,227533,0.486,0,6,0.107,-5.754,0.0447,80.051,0.265
Love Me,Justin Bieber,0,1,51536,0.0811,0.571,229467,0.873,0,0,0.361,-3.382,0.1,139.691,0.613
Someday,Rob Thomas,0,1,51692,0.0408,0.573,247800,0.905,0,10,0.113,-5.954,0.0343,135.943,0.683
Whatever You Like,Anya Marina,0,1,51787,0.535,0.663,228907,0.643,0,5,0.308,-4.383,0.0316,121.97,0.368
Telephone,Lady Gaga Featuring Beyonce,1,1,51929,0.00587,0.825,220627,0.832,0.000789,5,0.114,-5.853,0.0403,122.021,0.713
4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,1,1,51989,0.0546,0.615,261267,0.619,0,1,0.31,-6.567,0.231,152.105,0.521
American Saturday Night,Brad Paisley,0,1,52099,0.0721,0.487,274200,0.938,2.63E-05,4,0.522,-5.466,0.0533,157.795,0.733
This Is War,Thirty Seconds To Mars,0,1,52171,0.0663,0.402,326983,0.723,2.00E-06,6,0.233,-5.26,0.0579,160.047,0.224
Elevator,Eminem,0,1,52266,0.323,0.796,292933,0.793,0,7,0.332,-3.911,0.318,90.51,0.556
American Honey,Lady Antebellum,0,1,52396,0.508,0.588,224867,0.684,0,1,0.141,-5.154,0.0288,85.997,0.121
Soldier Of Love,Sade,0,1,52657,0.0117,0.775,356653,0.572,0.0291,0,0.0847,-8.427,0.0632,90.023,0.64
Today Was A Fairytale,Taylor Swift,0,1,52701,0.0284,0.485,241813,0.717,5.63E-06,7,0.14,-4.54,0.0321,158.047,0.356
Nothin' On You,B.o.B Featuring Bruno Mars,1,1,52888,0.386,0.688,268320,0.853,0,10,0.0862,-5.814,0.0493,103.993,0.743
You And Me,Dave Matthews Band,0,1,52956,0.436,0.652,340533,0.627,8.11E-06,7,0.0674,-7.313,0.0894,137.867,0.315
Solo,Iyaz,0,1,53042,0.197,0.73,194267,0.728,0,11,0.197,-3.113,0.0291,130.061,0.68
Hallelujah (Vancouver Winter 2010 Version),k.d. lang,0,1,53160,0.869,0.256,337600,0.219,5.09E-05,1,0.108,-9.617,0.0354,172.686,0.098
Break Your Heart,Taio Cruz Featuring Ludacris,1,1,53252,0.00155,0.666,186267,0.899,0,8,0.0677,-4.676,0.028,122.05,0.629
Ridin' Solo,Jason Derulo,0,1,53332,0.128,0.442,215747,0.83,0,9,0.129,-4.02,0.146,89.338,0.578
The Man I Want To Be,Chris Young,0,1,53397,0.635,0.489,207213,0.498,1.91E-06,7,0.0915,-5.055,0.0259,141.883,0.248
I'm Awesome,Spose,0,1,53553,0.54,0.478,179774,0.933,0,0,0.923,-5.814,0.353,98.949,0.442
Roger That,Young Money,0,1,53685,0.00827,0.482,209827,0.627,0,2,0.701,-7.561,0.116,157.58,0.293
Hello Good Morning,Diddy - Dirty Money Featuring T.I.,1,1,53733,0.0915,0.75,217267,0.874,0,2,0.295,-4.831,0.242,104.016,0.552
This Afternoon,Nickelback,0,1,53883,0.00257,0.507,273493,0.875,0,7,0.346,-7.697,0.0389,160.079,0.647
Hello,Glee Cast Featuring Jonathan Groff,1,1,53934,0.812,0.586,206040,0.3,0,7,0.117,-9.517,0.0335,121.766,0.319
Like A Virgin,Glee Cast,0,1,54086,0.0651,0.678,195093,0.845,0,4,0.0841,-3.05,0.0475,119.999,0.763
Rock That Body,The Black Eyed Peas,0,1,54161,0.00147,0.667,269035,0.569,0.0826,2,0.346,-10.418,0.0432,125.024,0.606
Halfway There,Big Time Rush,0,1,54192,0.000927,0.541,212813,0.91,0,8,0.146,-4.725,0.052,143.022,0.351
Run Joey Run,Glee Cast Featuring Jonathan Groff,1,1,54260,0.129,0.331,171667,0.714,0,7,0.318,-5.634,0.0834,151.097,0.268
Pyramid,Charice Featuring Iyaz,1,1,54355,0.268,0.562,235947,0.659,0,10,0.133,-5.234,0.0824,87.539,0.241
Bad Romance,Glee Cast,0,1,54485,0.0055,0.628,294227,0.922,3.69E-06,9,0.181,-4.638,0.0759,119.005,0.532
