Title,Artist,Featuring,duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence,Hit
Feel That Fire,Dierks Bentley,0,201507,0.371,0.41200000000000003,0.833,1.28e-05,1,0.20800000000000002,-3.865,0.0352,179.84599999999998,0.669,1
"What A Catch, Donnie",Fall Out Boy,0,290800,0.0516,0.48100000000000004,0.69,1.89e-06,5,0.17300000000000001,-4.177,0.0363,128.003,0.45899999999999996,1
She Wouldn't Be Gone,Blake Shelton,0,215613,0.166,0.51,0.6829999999999999,0.0,0,0.0795,-4.338,0.0302,159.918,0.21100000000000002,1
Trading Places,Usher,0,268240,0.000153,0.696,0.643,1.0300000000000001e-05,0,0.156,-5.218,0.0447,146.005,0.332,1
The Way I Loved You,Taylor Swift,0,244227,0.0408,0.433,0.7,0.0,5,0.115,-3.7089999999999996,0.0336,160.92700000000002,0.39799999999999996,1
Playa Cardz Right,Keyshia Cole Featuring 2Pac,1,291240,0.0392,0.626,0.59,0.0,0,0.254,-5.547000000000001,0.0366,86.07799999999999,0.192,1
Anything Goes,Randy Houser,0,184173,0.54,0.47700000000000004,0.638,0.00011499999999999999,0,0.10099999999999999,-4.77,0.0355,139.885,0.28,1
Circus,Britney Spears,0,192360,0.147,0.7909999999999999,0.733,0.000381,6,0.0713,-5.215,0.052000000000000005,114.98,0.7609999999999999,1
Universal Mind Control,Common Featuring Pharrell,1,213613,0.39,0.868,0.92,0.0068200000000000005,4,0.155,-4.17,0.055,119.994,0.6940000000000001,1
La La Land,Demi Lovato,0,196467,0.0149,0.467,0.919,0.0,6,0.0193,-2.255,0.069,169.987,0.706,1
Day 'N' Nite,Kid Cudi,0,221267,0.499,0.871,0.44,4.15e-06,11,0.114,-6.25,0.0761,137.996,0.799,1
"1, 2, 3, 4",Plain White T's,0,198360,0.5660000000000001,0.45799999999999996,0.55,1.39e-05,2,0.10800000000000001,-7.0920000000000005,0.0262,90.56,0.56,1
You Complete Me,Keyshia Cole,0,230920,0.578,0.6809999999999999,0.6659999999999999,0.0,2,0.26,-4.984,0.0491,111.40100000000001,0.732,1
Nothin' To Die For,Tim McGraw,0,253640,0.0538,0.48100000000000004,0.7859999999999999,0.0,10,0.0759,-5.654,0.0288,153.105,0.389,1
Candle (Sick And Tired),The White Tie Affair,0,230707,0.00134,0.557,0.8740000000000001,0.0,0,0.127,-5.729,0.0339,139.002,0.396,1
Already Gone,Kelly Clarkson,0,281560,0.217,0.209,0.872,0.0,9,0.0768,-2.9960000000000004,0.0757,78.139,0.294,1
Hot Revolver,Lil Wayne,0,200800,0.005229999999999999,0.703,0.513,0.0,7,0.0872,-7.209,0.0481,128.994,0.27399999999999997,1
Let's Get Crazy,Hannah Montana,0,155600,0.00303,0.72,0.9129999999999999,6.24e-05,7,0.348,-3.67,0.0491,124.99700000000001,0.8,1
Be On You,Flo Rida Featuring Ne-Yo,1,243227,0.33399999999999996,0.39799999999999996,0.7090000000000001,0.0,4,0.142,-4.602,0.21100000000000002,78.089,0.7140000000000001,1
Not Meant To Be,Theory Of A Deadman,0,215400,0.0040100000000000005,0.415,0.7809999999999999,0.0,1,0.126,-6.947,0.0357,142.966,0.261,1
Panic Switch,Silversun Pickups,0,343907,0.000202,0.163,0.885,0.0121,5,0.228,-4.623,0.0725,198.55599999999998,0.5489999999999999,1
Lark On My Go-Kart,Asher Roth,0,174533,0.5579999999999999,0.591,0.835,6.59e-06,2,0.115,-2.824,0.355,121.925,0.376,1
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,1,281480,0.0119,0.7090000000000001,0.7440000000000001,0.0,11,0.0609,-5.905,0.134,145.112,0.508,1
Best I Ever Had,Drake,0,257690,0.19,0.395,0.922,0.0,1,0.134,-2.176,0.375,162.361,0.5579999999999999,1
Wanted,Jessie James,0,184547,0.0043100000000000005,0.665,0.779,2.33e-05,0,0.617,-2.6710000000000003,0.0367,109.986,0.9,1
Mad World,Adam Lambert,0,177577,0.7020000000000001,0.441,0.2,7.29e-06,7,0.18,-16.989,0.0284,87.734,0.14300000000000002,1
No Boundaries,Adam Lambert,0,227800,0.013999999999999999,0.516,0.863,0.0,6,0.0923,-2.957,0.0358,141.963,0.268,1
Wetter (Calling You Daddy),Twista Featuring Erika Shevon,1,245827,0.18,0.8,0.721,0.0,7,0.19399999999999998,-8.935,0.10300000000000001,123.29299999999999,0.684,1
Throw It In The Bag,Fabolous Featuring The-Dream,1,231573,0.174,0.789,0.55,0.0,11,0.0614,-7.422999999999999,0.0473,172.049,0.696,1
Living For The Night,George Strait,0,221773,0.63,0.428,0.44,0.0008619999999999999,1,0.11599999999999999,-6.48,0.0241,78.46300000000001,0.265,1
D.O.A. (Death Of Auto-Tune),JAY-Z,0,256387,0.0342,0.569,0.8690000000000001,0.0,3,0.0718,-5.432,0.217,86.62,0.49200000000000005,1
If It Kills Me,Jason Mraz,0,273653,0.0448,0.632,0.429,0.0,4,0.132,-6.784,0.0381,143.795,0.521,1
Imma Star (Everywhere We Are),Jeremih,0,261373,0.43799999999999994,0.66,0.361,0.0,6,0.39,-10.418,0.08900000000000001,148.07299999999998,0.604,1
Sooner Or Later,Michelle Branch,0,187107,0.13,0.685,0.759,0.0,7,0.12,-3.114,0.0288,116.20100000000001,0.757,1
Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream",1,278787,0.018000000000000002,0.5329999999999999,0.674,0.0,1,0.0906,-5.862,0.358,213.737,0.602,1
Radar,Britney Spears,0,229213,0.293,0.642,0.722,0.0,4,0.337,-4.845,0.16699999999999998,127.959,0.513,1
Runaway,Love And Theft,0,229760,0.153,0.606,0.804,0.0,1,0.11699999999999999,-4.386,0.0416,140.496,0.653,1
Chillin,Wale Featuring Lady Gaga,1,204533,0.0146,0.7609999999999999,0.915,0.0,6,0.332,-3.0189999999999997,0.195,99.024,0.402,1
Face Drop,Sean Kingston,0,184573,0.0010400000000000001,0.634,0.8270000000000001,0.0,2,0.326,-3.687,0.0393,83.994,0.7390000000000001,1
Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",1,357347,0.253,0.415,0.9259999999999999,0.0,5,0.256,-1.304,0.374,158.423,0.542,1
I Wanna,The All-American Rejects,0,208600,0.000543,0.415,0.9129999999999999,3.02e-05,7,0.284,-5.361000000000001,0.0482,164.28900000000002,0.42700000000000005,1
Funhouse,P!nk,0,204627,0.00503,0.792,0.865,1.64e-06,11,0.0375,-3.04,0.0337,103.935,0.833,1
Consider Me Gone,Reba,0,218053,0.098,0.5870000000000001,0.732,0.0,8,0.0917,-3.8510000000000004,0.0296,97.031,0.45299999999999996,1
Good Morning,Chamillionaire,0,212520,0.0541,0.701,0.8220000000000001,0.0,5,0.157,-4.181,0.0738,88.025,0.392,1
Tie Me Down,New Boyz Featuring Ray J,1,178808,0.0104,0.42,0.787,0.0,8,0.198,-4.467,0.294,97.96700000000001,0.38,1
I Invented Sex,Trey Songz Featuring Drake,1,247933,0.0678,0.69,0.76,0.0,0,0.184,-4.7780000000000005,0.0587,89.958,0.46799999999999997,1
Untouchable,Taylor Swift,0,311040,0.0583,0.419,0.45399999999999996,3.78e-06,5,0.0974,-6.809,0.0335,200.017,0.28800000000000003,1
Spotlight,Gucci Mane Featuring Usher,1,236080,0.0982,0.7809999999999999,0.8059999999999999,0.0,10,0.40299999999999997,-4.2,0.13699999999999998,125.01899999999999,0.69,1
Give It Up To Me,Shakira Featuring Lil Wayne,1,183573,0.44299999999999995,0.841,0.7290000000000001,0.0,5,0.122,-6.311,0.0705,115.984,0.688,1
Half Of My Heart,John Mayer,0,250373,0.435,0.6809999999999999,0.593,0.000117,5,0.106,-9.327,0.0251,115.05799999999999,0.731,1
It Kills Me,Melanie Fiona,0,250413,0.228,0.618,0.764,0.0,8,0.0972,-4.375,0.0411,107.45200000000001,0.479,1
Video Phone,Beyonce Featuring Lady Gaga,1,304693,0.00203,0.32,0.782,0.000851,8,0.39,-7.37,0.374,78.05,0.527,1
Wild Horses,Susan Boyle,0,293267,0.9109999999999999,0.23,0.152,0.0049299999999999995,8,0.122,-13.992,0.0353,89.475,0.11599999999999999,1
Shut It Down,Pitbull Featuring Akon,1,226093,0.0059,0.754,0.693,1.59e-06,9,0.0515,-6.483,0.0844,128.062,0.41100000000000003,1
And I Am Telling You I'm Not Going,Glee Cast,0,246867,0.498,0.37799999999999995,0.609,0.0,10,0.509,-6.07,0.0525,123.7,0.191,1
Hey Daddy (Daddy's Home),Usher Featuring Plies,1,224093,0.000176,0.59,0.698,0.0,11,0.107,-4.262,0.0286,95.975,0.35200000000000004,1
Your Love Is My Drug,Ke$ha,0,179667,0.0626,0.902,0.623,0.0,6,0.0654,-6.647,0.0967,120.05,0.725,1
Set The Fire To The Third Bar,Snow Patrol Featuring Martha Wainwright,1,203613,0.518,0.535,0.379,0.0,11,0.0842,-7.059,0.0256,96.02,0.385,1
"Beamer, Benz, Or Bentley",Lloyd Banks Featuring Juelz Santana,1,208387,0.00402,0.652,0.6709999999999999,2.8899999999999998e-05,4,0.598,-5.376,0.315,159.963,0.518,1
StarStruck,Christopher Wilde,0,175027,0.0353,0.555,0.8,0.0,0,0.0783,-4.835,0.0776,174.007,0.8009999999999999,1
One Day,Matisyahu,0,207573,0.198,0.34600000000000003,0.61,0.0,0,0.11699999999999999,-5.818,0.15,68.55199999999999,0.235,1
Over,Drake,0,233560,0.0107,0.35,0.845,0.0,7,0.12300000000000001,-5.614,0.2,99.64299999999999,0.45,1
Love King,The-Dream,0,251827,0.026000000000000002,0.628,0.6779999999999999,0.0,10,0.12300000000000001,-4.417,0.0297,83.995,0.36,1
That Should Be Me,Justin Bieber,0,232720,0.19899999999999998,0.552,0.603,0.0,8,0.151,-5.71,0.0334,139.908,0.231,1
Window Seat,Erykah Badu,0,289720,0.648,0.643,0.535,0.00213,0,0.0766,-6.795,0.0941,82.193,0.564,1
I Keep On Loving You,Reba,0,193893,0.353,0.5379999999999999,0.461,0.0,10,0.11800000000000001,-5.676,0.0279,127.10700000000001,0.299,1
A House Is Not A Home,Glee Cast,0,282920,0.728,0.266,0.354,0.0,5,0.12300000000000001,-6.132999999999999,0.0318,106.3,0.134,1
Not Afraid,Eminem,0,248133,0.529,0.855,0.9540000000000001,0.0,0,0.205,-1.19,0.264,114.635,0.6679999999999999,1
U Can't Touch This,Glee Cast,0,247160,0.00866,0.8009999999999999,0.9470000000000001,8.87e-06,7,0.122,-4.515,0.0954,133.381,0.92,1
Touchin On My,3OH!3,0,183107,0.03,0.5379999999999999,0.8759999999999999,0.0,1,0.251,-3.5589999999999997,0.139,83.949,0.527,1
Poker Face,Glee Cast,0,219613,0.924,0.467,0.195,0.0,4,0.138,-9.281,0.0656,75.896,0.28800000000000003,1
Yeah Ya Know (Takers),T.I.,0,249800,0.00112,0.457,0.895,0.0,1,0.523,-5.987,0.0722,139.923,0.23600000000000002,1
Little White Church,Little Big Town,0,186224,0.13,0.667,0.878,0.0,10,0.16,-4.797,0.0445,107.024,0.816,1
Over The Rainbow,Glee Cast,0,151920,0.8420000000000001,0.498,0.35200000000000004,0.0,0,0.122,-9.495,0.0297,166.028,0.47200000000000003,1
Secrets,OneRepublic,0,224693,0.0717,0.516,0.764,0.0,2,0.115,-6.223,0.0366,148.02100000000002,0.376,1
Round & Round,Selena Gomez & The Scene,0,186493,0.00265,0.545,0.6859999999999999,0.0,10,0.47700000000000004,-4.081,0.0665,127.99600000000001,0.486,1
If I Had You,Adam Lambert,0,228240,0.0113,0.648,0.9079999999999999,0.0,4,0.374,-4.251,0.10800000000000001,131.14700000000002,0.7929999999999999,1
Cuando Me Enamoro,Enrique Iglesias Featuring Juan Luis Guerra,1,200347,0.0104,0.821,0.8190000000000001,5.489999999999999e-05,1,0.145,-3.627,0.0272,126.03,0.893,1
Break My Bank,New Boyz Featuring Iyaz,1,177253,0.0202,0.742,0.762,0.0,8,0.0921,-4.043,0.0575,91.009,0.36700000000000005,1
Mine,Taylor Swift,0,230707,0.00265,0.624,0.757,1.87e-06,7,0.18899999999999997,-2.94,0.0296,121.07,0.6579999999999999,1
Circle The Drain,Katy Perry,0,272920,0.00735,0.7,0.775,0.0,1,0.08199999999999999,-3.94,0.0809,134.93200000000002,0.7509999999999999,1
Right Above It,Lil Wayne Featuring Drake,1,271947,0.0435,0.376,0.841,0.0,3,0.578,-4.348,0.35600000000000004,76.05199999999999,0.46299999999999997,1
Last Friday Night (T.G.I.F.),Katy Perry,0,230747,0.00125,0.649,0.815,4.31e-05,3,0.6709999999999999,-3.7960000000000003,0.0415,126.03,0.765,1
Anything Like Me,Brad Paisley,0,268187,0.42200000000000004,0.545,0.522,0.0,2,0.11900000000000001,-9.241,0.0341,164.86900000000003,0.446,1
Dog Days Are Over,Florence + The Machine,0,251840,0.0416,0.49200000000000005,0.81,0.00379,7,0.11699999999999999,-5.315,0.0847,149.954,0.245,1
Smoke A Little Smoke,Eric Church,0,191333,0.0206,0.77,0.6409999999999999,0.00022999999999999998,10,0.106,-6.077000000000001,0.035,96.98,0.639,1
Stutter,Maroon 5,0,196920,0.0171,0.711,0.882,0.0,1,0.111,-2.772,0.0333,119.991,0.813,1
Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,1,234453,0.0435,0.595,0.9129999999999999,0.0,10,0.259,-3.428,0.0884,128.02100000000002,0.762,1
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,0,205960,0.000264,0.41100000000000003,0.986,0.00148,8,0.371,-2.522,0.0583,165.981,0.649,1
Memories,David Guetta Featuring Kid Cudi,1,210093,0.0015,0.544,0.87,2.8e-06,8,0.24600000000000002,-6.103,0.26,129.984,0.502,1
Little Miss,Sugarland,0,271267,0.0959,0.35100000000000003,0.797,4.1200000000000005e-05,11,0.157,-4.2860000000000005,0.0379,129.14,0.243,1
Whip My Hair,WILLOW,0,195440,0.00159,0.552,0.98,0.005520000000000001,9,0.43799999999999994,-4.676,0.254,162.961,0.6679999999999999,1
Strip Me,Natasha Bedingfield,0,209400,0.222,0.568,0.78,0.0,7,0.426,-5.365,0.0854,159.947,0.529,1
Haunted,Taylor Swift,0,242080,0.0826,0.436,0.95,1.08e-06,5,0.149,-2.627,0.057,162.088,0.35200000000000004,1
One In A Million,Ne-Yo,0,243227,0.122,0.763,0.794,2.86e-06,11,0.327,-6.077999999999999,0.0364,99.999,0.65,1
Lo Mejor De Mi Vida Eres Tu,Ricky Martin Featuring Natalia Jimenez,1,216613,0.5429999999999999,0.727,0.812,0.0,3,0.0796,-4.148,0.0405,128.811,0.812,1
The Time (Dirty Bit),The Black Eyed Peas,0,294191,0.0339,0.799,0.6759999999999999,0.00212,9,0.0892,-12.642000000000001,0.0523,128.009,0.679,1
What If,Jason Derulo,0,203240,0.14,0.429,0.757,0.0,1,0.14400000000000002,-2.912,0.0306,82.51700000000001,0.5379999999999999,1
Liv Tonight,Nelly Featuring Keri Hilson,1,271053,0.00492,0.591,0.91,0.0,8,0.0525,-4.593,0.0882,135.024,0.655,1
Dark Fantasy,"Kanye West Featuring Teyana Taylor, Nicki Minaj & Bon Iver",1,280787,0.27399999999999997,0.59,0.5870000000000001,0.0,5,0.16699999999999998,-5.919,0.0457,88.015,0.36700000000000005,1
Who Dat Girl,Flo Rida Featuring Akon,1,200880,0.00683,0.7190000000000001,0.616,3.11e-05,1,0.0742,-3.951,0.0395,124.963,0.625,1
Welcome Christmas,Glee Cast,0,133667,0.9109999999999999,0.419,0.254,0.0,11,0.275,-9.302,0.0297,110.822,0.0819,1
F**kin' Perfect,P!nk,0,213413,0.0412,0.57,0.6459999999999999,0.0,7,0.36200000000000004,-4.748,0.0331,91.954,0.485,1
This Is Country Music,Brad Paisley,0,311640,0.126,0.507,0.669,0.000263,2,0.111,-5.104,0.0275,88.525,0.484,1
From A Table Away,Sunny Sweeney,0,215333,0.0393,0.547,0.805,1.75e-05,8,0.332,-4.34,0.0293,110.027,0.557,1
Wildflower,The JaneDear Girls,0,163453,0.00217,0.6920000000000001,0.858,4.85e-05,6,0.358,-4.354,0.03,125.944,0.69,1
I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,1,283733,0.0869,0.594,0.946,0.0,3,0.306,-4.521,0.452,155.826,0.397,1
The Ballad Of Mona Lisa,Panic! At The Disco,0,226680,0.000362,0.436,0.893,0.0,9,0.10300000000000001,-4.18,0.0556,124.113,0.0794,1
Heart Like Mine,Miranda Lambert,0,177867,0.0642,0.43700000000000006,0.8440000000000001,1.42e-06,8,0.124,-3.3939999999999997,0.0381,155.066,0.493,1
Written In The Stars,Tinie Tempah Featuring Eric Turner,1,219560,0.0587,0.644,0.945,0.0,7,0.184,-3.534,0.0717,91.01700000000001,0.573,1
Boyfriend,Big Time Rush,0,201040,0.0987,0.614,0.857,0.0,1,0.177,-4.171,0.111,164.146,0.677,1
Rope,Foo Fighters,0,259027,2.52e-05,0.511,0.728,7.41e-05,11,0.0725,-4.874,0.037000000000000005,138.179,0.541,1
Landslide,Glee Cast Featuring Gwyneth Paltrow,1,226760,0.434,0.637,0.41600000000000004,0.0,2,0.139,-7.595,0.0269,145.922,0.588,1
Kiss,Glee Cast,0,179947,0.00335,0.687,0.7559999999999999,0.0,9,0.0663,-3.6010000000000004,0.0596,130.045,0.623,1
Best Love Song,T-Pain Featuring Chris Brown,1,195987,0.0452,0.583,0.7120000000000001,0.0,7,0.174,-6.617999999999999,0.054000000000000006,159.901,0.69,1
The Story,Sara Ramirez,0,225347,0.0438,0.504,0.41,0.00123,11,0.10800000000000001,-5.86,0.0288,98.022,0.134,1
Old Alabama,Brad Paisley Featuring Alabama,1,301800,0.10300000000000001,0.37799999999999995,0.903,0.000285,7,0.134,-4.538,0.0533,115.616,0.457,1
Barefoot Blue Jean Night,Jake Owen,0,167427,0.20800000000000002,0.6,0.8079999999999999,0.0,4,0.196,-4.678999999999999,0.0403,172.016,0.809,1
Closer To The Edge,Thirty Seconds To Mars,0,273467,0.0101,0.502,0.948,4.49e-06,6,0.0809,-3.717,0.12,139.97899999999998,0.102,1
Pure Imagination,Glee Cast,0,198707,0.894,0.29100000000000004,0.156,0.0,5,0.11599999999999999,-9.953,0.0337,80.691,0.198,1
I Love You This Big,Scotty McCreery,0,246120,0.0922,0.521,0.647,8.209999999999999e-05,9,0.12300000000000001,-6.343999999999999,0.0295,83.963,0.326,1
Rise Above 1,Reeve Carney Featuring Bono & The Edge,1,232320,0.00972,0.47100000000000003,0.733,1.6100000000000002e-05,10,0.0942,-5.754,0.0535,83.973,0.36200000000000004,1
Every Teardrop Is A Waterfall,Coldplay,0,240796,0.00193,0.425,0.733,0.00922,9,0.171,-6.882999999999999,0.0396,117.985,0.313,1
Cat Daddy,Rej3ctz,0,200803,0.0121,0.872,0.7190000000000001,1.01e-06,2,0.24600000000000002,-8.663,0.235,101.96700000000001,0.32,1
Stereo Hearts,Gym Class Heroes Featuring Adam Levine,1,210960,0.0319,0.6459999999999999,0.795,0.0,9,0.267,-3.293,0.0976,89.99,0.7959999999999999,1
Losing My Religion,Dia Frampton,0,212240,0.135,0.619,0.701,0.0,3,0.16399999999999998,-5.495,0.0305,129.89700000000002,0.45,1
Country Must Be Country Wide,Brantley Gilbert,0,214827,0.0249,0.409,0.765,6.16e-06,11,0.10400000000000001,-5.696000000000001,0.0412,83.09299999999999,0.5,1
Afraid To Sleep,Vicci Martinez,0,200773,0.044000000000000004,0.608,0.833,0.0,11,0.20600000000000002,-4.101,0.0341,120.00299999999999,0.431,1
Smile,Avril Lavigne,0,209520,0.00237,0.634,0.848,0.0,1,0.0681,-3.843,0.047,105.055,0.647,1
Up All Night,Blink-182,0,199707,0.000295,0.479,0.892,6.31e-05,9,0.067,-5.167000000000001,0.0561,156.086,0.41600000000000004,1
Quickie,Miguel,0,226360,0.21600000000000003,0.37200000000000005,0.642,0.0,9,0.114,-4.819,0.14800000000000002,67.839,0.647,1
Drunk On You,Luke Bryan,0,213547,0.17800000000000002,0.5579999999999999,0.872,0.0,9,0.17300000000000001,-4.401,0.0449,143.971,0.47200000000000003,1
Brighter Than The Sun,Colbie Caillat,0,231213,0.00952,0.629,0.7929999999999999,1.15e-06,9,0.218,-5.942,0.0346,95.98100000000001,0.588,1
That Way,Wale Featuring Jeremih & Rick Ross,1,269267,0.0379,0.6829999999999999,0.691,0.0,6,0.0578,-6.435,0.23,73.469,0.295,1
Dancin' Away With My Heart,Lady Antebellum,0,232973,0.221,0.5720000000000001,0.6629999999999999,0.0,4,0.29100000000000004,-5.417999999999999,0.0274,140.253,0.455,1
President Carter,Lil Wayne,0,255373,0.6890000000000001,0.6759999999999999,0.618,0.00821,2,0.127,-7.495,0.196,79.79899999999999,0.466,1
We Found Love,Rihanna Featuring Calvin Harris,1,215227,0.025,0.7340000000000001,0.7659999999999999,0.0013800000000000002,1,0.10800000000000001,-4.485,0.0383,127.986,0.6,1
Unbroken,Demi Lovato,0,198627,0.0221,0.5589999999999999,0.722,0.0,7,0.10099999999999999,-4.446000000000001,0.0527,124.92299999999999,0.38299999999999995,1
After Midnight,Blink-182,0,206867,0.00642,0.541,0.889,1.7100000000000002e-05,9,0.02,-3.997,0.049,167.995,0.902,1
Still Got It,Tyga Featuring Drake,1,224507,0.43700000000000006,0.447,0.8340000000000001,2.46e-06,8,0.38299999999999995,-6.138999999999999,0.373,94.63,0.29600000000000004,1
A Thousand Years,Christina Perri,0,285120,0.309,0.42100000000000004,0.40700000000000003,0.0009609999999999999,10,0.11,-7.445,0.0267,139.028,0.161,1
Party On Fifth Ave.,Mac Miller,0,173516,0.0635,0.594,0.823,0.0,9,0.095,-5.21,0.332,97.101,0.6629999999999999,1
First Of The Year (Equinox),Skrillex,0,261517,0.007109999999999999,0.429,0.948,0.0148,5,0.0812,-3.657,0.22699999999999998,115.785,0.55,1
Home,Dierks Bentley,0,238413,0.46299999999999997,0.61,0.69,0.0409,11,0.0842,-7.157,0.0378,118.038,0.462,1
You And  I / You And I,Glee Cast,0,246867,0.498,0.37799999999999995,0.609,0.0,10,0.509,-6.07,0.0525,123.7,0.191,1
Where Have You Been,Rihanna,0,242680,0.00201,0.7190000000000001,0.847,0.0204,0,0.221,-6.34,0.0916,127.963,0.444,1
Roman In Moscow,Nicki Minaj,0,157547,0.0601,0.632,0.9229999999999999,0.0,1,0.302,-3.1839999999999997,0.0879,120.016,0.134,1
We Are Young,Glee Cast,0,249773,0.0504,0.37799999999999995,0.555,0.0,7,0.19899999999999998,-6.086,0.0498,91.96600000000001,0.524,1
Red Solo Cup,Glee Cast,0,221253,0.583,0.507,0.601,0.0,1,0.22,-5.702000000000001,0.11699999999999999,165.43400000000003,0.631,1
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,1,222213,0.134,0.716,0.838,0.0,10,0.14800000000000002,-4.289,0.0513,130.034,0.6459999999999999,1
Gotta Have It,Jay Z Kanye West,0,140747,0.41100000000000003,0.74,0.574,0.0,4,0.262,-6.938,0.245,149.762,0.33,1
Without You,Glee Cast,0,211800,0.0177,0.47100000000000003,0.6629999999999999,0.0,9,0.0801,-6.284,0.0348,145.078,0.449,1
No Church In The Wild,Jay Z Kanye West Featuring Frank Ocean,1,272507,0.24600000000000002,0.654,0.7509999999999999,0.0179,8,0.16699999999999998,-7.507999999999999,0.105,92.781,0.568,1
Wanna Be Startin' Somethin',Glee Cast,0,207467,0.012,0.763,0.932,0.00040300000000000004,4,0.047,-4.289,0.142,123.49700000000001,0.727,1
Sexy And I Know It,Glee Cast Featuring Ricky Martin,1,197853,0.183,0.711,0.8270000000000001,0.0,7,0.226,-4.9,0.19399999999999998,130.02200000000002,0.564,1
Turn Up The Music,Chris Brown,0,227973,0.00023799999999999998,0.594,0.841,2.22e-06,1,0.156,-5.792000000000001,0.102,129.925,0.643,1
Bangarang,Skrillex Featuring Sirah,1,215253,0.0145,0.716,0.972,3.2200000000000003e-05,7,0.317,-2.302,0.196,110.02600000000001,0.5760000000000001,1
Cough Syrup,Glee Cast,0,251280,0.0103,0.579,0.833,2.24e-05,2,0.105,-5.371,0.0276,129.009,0.34299999999999997,1
Cough Syrup,Young The Giant,0,249520,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0.0417,128.97799999999998,0.225,1
Shadow Days,John Mayer,0,228173,0.0736,0.52,0.5589999999999999,0.349,2,0.11599999999999999,-9.615,0.0254,146.944,0.254,1
Even If It Breaks Your Heart,Eli Young Band,0,220520,0.00015900000000000002,0.495,0.527,0.0163,0,0.1,-4.742,0.0351,208.067,0.574,1
We Run The Night,Havana Brown Featuring Pitbull,1,228200,0.0048200000000000005,0.6970000000000001,0.861,1.83e-06,9,0.41,-4.388999999999999,0.14400000000000002,127.023,0.703,1
Ai Se Eu Te Pego,Michel Telo,0,170493,0.222,0.65,0.9470000000000001,0.0,11,0.9790000000000001,-5.3260000000000005,0.0717,96.035,0.6940000000000001,1
Loud,Mac Miller,0,171149,0.0025800000000000003,0.649,0.8220000000000001,3.8299999999999996e-05,1,0.36200000000000004,-5.8,0.0398,140.026,0.201,1
Blown Away,Carrie Underwood,0,240133,0.0909,0.531,0.843,0.0,9,0.0283,-2.569,0.0429,136.991,0.392,1
Yesterday,Adam Levine & Tony Lucca,0,131187,0.8740000000000001,0.629,0.226,0.0,4,0.11599999999999999,-10.029,0.0256,91.025,0.33899999999999997,1
Angel Eyes,Love And Theft,0,186627,0.0134,0.6559999999999999,0.696,0.0,8,0.0753,-5.917000000000001,0.0261,108.015,0.966,1
Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",1,256120,0.12,0.802,0.8370000000000001,0.0,8,0.28800000000000003,-6.269,0.13,124.95100000000001,0.83,1
She's So Mean,matchbox twenty,0,232320,0.0136,0.672,0.875,0.0,0,0.27899999999999997,-3.728,0.0378,118.014,0.6759999999999999,1
Lovin' You Is Fun,Easton Corbin,0,199013,0.32,0.703,0.83,0.0,8,0.364,-3.028,0.0327,109.958,0.597,1
Blow Me (One Last Kiss),P!nk,0,255587,0.000145,0.597,0.919,0.0,7,0.282,-2.9539999999999997,0.044000000000000004,113.98700000000001,0.73,1
New God Flow,Pusha T Kanye West,0,294907,0.39299999999999996,0.493,0.914,0.0,3,0.353,-2.963,0.386,173.69400000000002,0.519,1
Diced Pineapples,Rick Ross Featuring Wale & Drake,1,276160,0.35200000000000004,0.511,0.735,0.0,2,0.196,-6.026,0.239,110.965,0.379,1
The One That Got Away,Jake Owen,0,194173,0.0343,0.5760000000000001,0.865,5.3200000000000006e-05,0,0.252,-3.2880000000000003,0.0407,119.913,0.535,1
Kiss Tomorrow Goodbye,Luke Bryan,0,203133,0.0064,0.5710000000000001,0.937,0.0,5,0.316,-3.467,0.0365,115.01299999999999,0.584,1
Shinin' On Me,Jerrod Niemann,0,194573,0.318,0.6509999999999999,0.773,0.0,7,0.27,-6.97,0.0366,83.995,0.69,1
No Worries,Lil Wayne Featuring Detail,1,221000,0.085,0.8440000000000001,0.5920000000000001,0.0,5,0.0817,-5.486000000000001,0.19899999999999998,128.033,0.8190000000000001,1
Til My Last Day,Justin Moore,0,234027,0.0377,0.5770000000000001,0.7609999999999999,0.0,9,0.11599999999999999,-5.34,0.0358,104.991,0.599,1
Beer Money,Kip Moore,0,218147,0.0223,0.745,0.805,1.06e-06,2,0.13,-5.5489999999999995,0.0307,126.065,0.765,1
Whispers In The Dark,Mumford & Sons,0,195867,0.0038200000000000005,0.385,0.73,0.00278,2,0.12300000000000001,-7.82,0.0409,134.659,0.36,1
Southern Comfort Zone,Brad Paisley,0,316987,0.0771,0.431,0.8759999999999999,1.8100000000000003e-05,4,0.0998,-6.109,0.0658,160.0,0.519,1
